"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Pct. of People Walking to Work","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","ptranw","TimeFrame","GeoVintage","Source","Location"
"Block Group","040030002032","AZ","040030002032","=""040030002032""","0.66","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030002033","AZ","040030002033","=""040030002033""","2.05","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030003011","AZ","040030003011","=""040030003011""","3.47","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030003012","AZ","040030003012","=""040030003012""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030003013","AZ","040030003013","=""040030003013""","9.88","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030003014","AZ","040030003014","=""040030003014""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030003031","AZ","040030003031","=""040030003031""","11.24","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030003032","AZ","040030003032","=""040030003032""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030003033","AZ","040030003033","=""040030003033""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030003041","AZ","040030003041","=""040030003041""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030003042","AZ","040030003042","=""040030003042""","13.95","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030003051","AZ","040030003051","=""040030003051""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030003052","AZ","040030003052","=""040030003052""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030003053","AZ","040030003053","=""040030003053""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030004001","AZ","040030004001","=""040030004001""","2.65","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030004002","AZ","040030004002","=""040030004002""","9.26","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030005011","AZ","040030005011","=""040030005011""","1.77","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030005012","AZ","040030005012","=""040030005012""","9.35","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030005021","AZ","040030005021","=""040030005021""","0.52","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030005031","AZ","040030005031","=""040030005031""","16.22","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030006001","AZ","040030006001","=""040030006001""","13.07","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030006002","AZ","040030006002","=""040030006002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030007001","AZ","040030007001","=""040030007001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030007002","AZ","040030007002","=""040030007002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030007003","AZ","040030007003","=""040030007003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030007004","AZ","040030007004","=""040030007004""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030008001","AZ","040030008001","=""040030008001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030008002","AZ","040030008002","=""040030008002""","13.95","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030008003","AZ","040030008003","=""040030008003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030008004","AZ","040030008004","=""040030008004""","10.23","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030009011","AZ","040030009011","=""040030009011""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030009012","AZ","040030009012","=""040030009012""","7.38","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030009013","AZ","040030009013","=""040030009013""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030009014","AZ","040030009014","=""040030009014""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030009021","AZ","040030009021","=""040030009021""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030009022","AZ","040030009022","=""040030009022""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030009023","AZ","040030009023","=""040030009023""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030010001","AZ","040030010001","=""040030010001""","7.08","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030010002","AZ","040030010002","=""040030010002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030011001","AZ","040030011001","=""040030011001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030011002","AZ","040030011002","=""040030011002""","1.13","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030011003","AZ","040030011003","=""040030011003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030012001","AZ","040030012001","=""040030012001""","4.90","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030012002","AZ","040030012002","=""040030012002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030012003","AZ","040030012003","=""040030012003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030013011","AZ","040030013011","=""040030013011""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030013012","AZ","040030013012","=""040030013012""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030013021","AZ","040030013021","=""040030013021""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030013022","AZ","040030013022","=""040030013022""","3.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030013023","AZ","040030013023","=""040030013023""","2.33","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030014011","AZ","040030014011","=""040030014011""","10.63","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030014012","AZ","040030014012","=""040030014012""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030014013","AZ","040030014013","=""040030014013""","11.11","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030014021","AZ","040030014021","=""040030014021""","0.88","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030015011","AZ","040030015011","=""040030015011""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030015012","AZ","040030015012","=""040030015012""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030015013","AZ","040030015013","=""040030015013""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030015021","AZ","040030015021","=""040030015021""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030015022","AZ","040030015022","=""040030015022""","5.89","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030015023","AZ","040030015023","=""040030015023""","10.34","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030016011","AZ","040030016011","=""040030016011""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030016012","AZ","040030016012","=""040030016012""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030016013","AZ","040030016013","=""040030016013""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030016021","AZ","040030016021","=""040030016021""","10.23","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030016022","AZ","040030016022","=""040030016022""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030017011","AZ","040030017011","=""040030017011""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030017012","AZ","040030017012","=""040030017012""","3.17","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030017013","AZ","040030017013","=""040030017013""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030017014","AZ","040030017014","=""040030017014""","2.53","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030017021","AZ","040030017021","=""040030017021""","6.20","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030017022","AZ","040030017022","=""040030017022""","3.05","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030017023","AZ","040030017023","=""040030017023""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030017031","AZ","040030017031","=""040030017031""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030017032","AZ","040030017032","=""040030017032""","6.92","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030017033","AZ","040030017033","=""040030017033""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030018011","AZ","040030018011","=""040030018011""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030018012","AZ","040030018012","=""040030018012""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030018013","AZ","040030018013","=""040030018013""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030018014","AZ","040030018014","=""040030018014""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030018021","AZ","040030018021","=""040030018021""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030018022","AZ","040030018022","=""040030018022""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030019001","AZ","040030019001","=""040030019001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030019002","AZ","040030019002","=""040030019002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030019003","AZ","040030019003","=""040030019003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030019004","AZ","040030019004","=""040030019004""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030020011","AZ","040030020011","=""040030020011""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030020012","AZ","040030020012","=""040030020012""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030020013","AZ","040030020013","=""040030020013""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030020014","AZ","040030020014","=""040030020014""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030020021","AZ","040030020021","=""040030020021""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030020022","AZ","040030020022","=""040030020022""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030020023","AZ","040030020023","=""040030020023""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030021001","AZ","040030021001","=""040030021001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030021002","AZ","040030021002","=""040030021002""","1.92","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030021003","AZ","040030021003","=""040030021003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040030021004","AZ","040030021004","=""040030021004""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050001001","AZ","040050001001","=""040050001001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050001002","AZ","040050001002","=""040050001002""","2.15","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050002001","AZ","040050002001","=""040050002001""","12.50","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050002002","AZ","040050002002","=""040050002002""","5.11","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050003011","AZ","040050003011","=""040050003011""","5.09","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050003012","AZ","040050003012","=""040050003012""","2.60","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050003013","AZ","040050003013","=""040050003013""","3.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050003021","AZ","040050003021","=""040050003021""","5.46","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050003022","AZ","040050003022","=""040050003022""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050004001","AZ","040050004001","=""040050004001""","1.11","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050004002","AZ","040050004002","=""040050004002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050004003","AZ","040050004003","=""040050004003""","9.73","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050004004","AZ","040050004004","=""040050004004""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050004005","AZ","040050004005","=""040050004005""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050005001","AZ","040050005001","=""040050005001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050005002","AZ","040050005002","=""040050005002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050005003","AZ","040050005003","=""040050005003""","8.66","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050005004","AZ","040050005004","=""040050005004""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050005005","AZ","040050005005","=""040050005005""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050006011","AZ","040050006011","=""040050006011""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050006012","AZ","040050006012","=""040050006012""","1.41","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050006021","AZ","040050006021","=""040050006021""","1.86","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050006022","AZ","040050006022","=""040050006022""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050007001","AZ","040050007001","=""040050007001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050007002","AZ","040050007002","=""040050007002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050007003","AZ","040050007003","=""040050007003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050008001","AZ","040050008001","=""040050008001""","36.22","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050008002","AZ","040050008002","=""040050008002""","4.30","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050008003","AZ","040050008003","=""040050008003""","2.39","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050008004","AZ","040050008004","=""040050008004""","15.52","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050008005","AZ","040050008005","=""040050008005""","30.26","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050009011","AZ","040050009011","=""040050009011""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050009012","AZ","040050009012","=""040050009012""","0.99","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050009021","AZ","040050009021","=""040050009021""","3.03","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050009022","AZ","040050009022","=""040050009022""","1.13","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050009023","AZ","040050009023","=""040050009023""","5.52","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050010001","AZ","040050010001","=""040050010001""","44.16","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050010002","AZ","040050010002","=""040050010002""","43.56","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050010003","AZ","040050010003","=""040050010003""","41.87","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050011011","AZ","040050011011","=""040050011011""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050011012","AZ","040050011012","=""040050011012""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050011013","AZ","040050011013","=""040050011013""","4.79","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050011031","AZ","040050011031","=""040050011031""","5.26","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050011032","AZ","040050011032","=""040050011032""","1.64","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050011033","AZ","040050011033","=""040050011033""","1.93","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050011041","AZ","040050011041","=""040050011041""","5.71","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050011042","AZ","040050011042","=""040050011042""","32.24","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050011043","AZ","040050011043","=""040050011043""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050011044","AZ","040050011044","=""040050011044""","9.21","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050012011","AZ","040050012011","=""040050012011""","13.99","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050012012","AZ","040050012012","=""040050012012""","14.29","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050013011","AZ","040050013011","=""040050013011""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050013012","AZ","040050013012","=""040050013012""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050013013","AZ","040050013013","=""040050013013""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050013021","AZ","040050013021","=""040050013021""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050013022","AZ","040050013022","=""040050013022""","0.08","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050013023","AZ","040050013023","=""040050013023""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050015001","AZ","040050015001","=""040050015001""","2.02","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050015002","AZ","040050015002","=""040050015002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050015003","AZ","040050015003","=""040050015003""","1.92","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050015004","AZ","040050015004","=""040050015004""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050016011","AZ","040050016011","=""040050016011""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050016012","AZ","040050016012","=""040050016012""","8.71","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050016021","AZ","040050016021","=""040050016021""","2.30","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050016022","AZ","040050016022","=""040050016022""","7.67","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050017001","AZ","040050017001","=""040050017001""","3.51","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050017002","AZ","040050017002","=""040050017002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050017003","AZ","040050017003","=""040050017003""","23.53","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050017004","AZ","040050017004","=""040050017004""","18.67","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050020001","AZ","040050020001","=""040050020001""","1.06","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050020002","AZ","040050020002","=""040050020002""","26.10","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050021011","AZ","040050021011","=""040050021011""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050021012","AZ","040050021012","=""040050021012""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050021013","AZ","040050021013","=""040050021013""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050021014","AZ","040050021014","=""040050021014""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050021021","AZ","040050021021","=""040050021021""","51.94","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050021022","AZ","040050021022","=""040050021022""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050021023","AZ","040050021023","=""040050021023""","12.86","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050022011","AZ","040050022011","=""040050022011""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050022012","AZ","040050022012","=""040050022012""","44.35","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050022013","AZ","040050022013","=""040050022013""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050022014","AZ","040050022014","=""040050022014""","1.86","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050022021","AZ","040050022021","=""040050022021""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050022022","AZ","040050022022","=""040050022022""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050022023","AZ","040050022023","=""040050022023""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050022024","AZ","040050022024","=""040050022024""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050023011","AZ","040050023011","=""040050023011""","22.79","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050023012","AZ","040050023012","=""040050023012""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050023013","AZ","040050023013","=""040050023013""","23.59","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050023021","AZ","040050023021","=""040050023021""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050023022","AZ","040050023022","=""040050023022""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040050023023","AZ","040050023023","=""040050023023""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040059422011","AZ","040059422011","=""040059422011""","0.99","2019-2023","2022","Census","Arizona (State)"
"Block Group","040059422012","AZ","040059422012","=""040059422012""","1.99","2019-2023","2022","Census","Arizona (State)"
"Block Group","040059422013","AZ","040059422013","=""040059422013""","5.34","2019-2023","2022","Census","Arizona (State)"
"Block Group","040059422021","AZ","040059422021","=""040059422021""","20.13","2019-2023","2022","Census","Arizona (State)"
"Block Group","040059422022","AZ","040059422022","=""040059422022""","2.23","2019-2023","2022","Census","Arizona (State)"
"Block Group","040059422023","AZ","040059422023","=""040059422023""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040059449001","AZ","040059449001","=""040059449001""","21.88","2019-2023","2022","Census","Arizona (State)"
"Block Group","040059449002","AZ","040059449002","=""040059449002""","17.84","2019-2023","2022","Census","Arizona (State)"
"Block Group","040059449003","AZ","040059449003","=""040059449003""","7.95","2019-2023","2022","Census","Arizona (State)"
"Block Group","040059450001","AZ","040059450001","=""040059450001""","5.68","2019-2023","2022","Census","Arizona (State)"
"Block Group","040059450002","AZ","040059450002","=""040059450002""","3.99","2019-2023","2022","Census","Arizona (State)"
"Block Group","040059450003","AZ","040059450003","=""040059450003""","1.91","2019-2023","2022","Census","Arizona (State)"
"Block Group","040059451001","AZ","040059451001","=""040059451001""","3.13","2019-2023","2022","Census","Arizona (State)"
"Block Group","040059451002","AZ","040059451002","=""040059451002""","1.08","2019-2023","2022","Census","Arizona (State)"
"Block Group","040059451003","AZ","040059451003","=""040059451003""","14.17","2019-2023","2022","Census","Arizona (State)"
"Block Group","040059451004","AZ","040059451004","=""040059451004""","6.28","2019-2023","2022","Census","Arizona (State)"
"Block Group","040059452001","AZ","040059452001","=""040059452001""","3.41","2019-2023","2022","Census","Arizona (State)"
"Block Group","040059452002","AZ","040059452002","=""040059452002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040059452003","AZ","040059452003","=""040059452003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040059800001","AZ","040059800001","=""040059800001""","34.18","2019-2023","2022","Census","Arizona (State)"
"Block Group","040059801001","AZ","040059801001","=""040059801001""","N/A","2019-2023","2022","Census","Arizona (State)"
"Block Group","040059802001","AZ","040059802001","=""040059802001""","N/A","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070001001","AZ","040070001001","=""040070001001""","0.45","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070001002","AZ","040070001002","=""040070001002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070001003","AZ","040070001003","=""040070001003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070001004","AZ","040070001004","=""040070001004""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070002001","AZ","040070002001","=""040070002001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070002002","AZ","040070002002","=""040070002002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070002003","AZ","040070002003","=""040070002003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070003011","AZ","040070003011","=""040070003011""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070003012","AZ","040070003012","=""040070003012""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070003013","AZ","040070003013","=""040070003013""","2.68","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070003021","AZ","040070003021","=""040070003021""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070003022","AZ","040070003022","=""040070003022""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070003023","AZ","040070003023","=""040070003023""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070004001","AZ","040070004001","=""040070004001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070004002","AZ","040070004002","=""040070004002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070004003","AZ","040070004003","=""040070004003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070005001","AZ","040070005001","=""040070005001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070005002","AZ","040070005002","=""040070005002""","15.42","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070006001","AZ","040070006001","=""040070006001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070006002","AZ","040070006002","=""040070006002""","41.25","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070007001","AZ","040070007001","=""040070007001""","0.53","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070008001","AZ","040070008001","=""040070008001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070008002","AZ","040070008002","=""040070008002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070009001","AZ","040070009001","=""040070009001""","9.09","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070009002","AZ","040070009002","=""040070009002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070010001","AZ","040070010001","=""040070010001""","0.36","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070010002","AZ","040070010002","=""040070010002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070010003","AZ","040070010003","=""040070010003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070010004","AZ","040070010004","=""040070010004""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070010005","AZ","040070010005","=""040070010005""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070011001","AZ","040070011001","=""040070011001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070011002","AZ","040070011002","=""040070011002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070011003","AZ","040070011003","=""040070011003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070011004","AZ","040070011004","=""040070011004""","6.76","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070011005","AZ","040070011005","=""040070011005""","4.58","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070012001","AZ","040070012001","=""040070012001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070012002","AZ","040070012002","=""040070012002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070012003","AZ","040070012003","=""040070012003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070013001","AZ","040070013001","=""040070013001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040070013002","AZ","040070013002","=""040070013002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040079402001","AZ","040079402001","=""040079402001""","11.21","2019-2023","2022","Census","Arizona (State)"
"Block Group","040079404001","AZ","040079404001","=""040079404001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040079404002","AZ","040079404002","=""040079404002""","2.95","2019-2023","2022","Census","Arizona (State)"
"Block Group","040079404003","AZ","040079404003","=""040079404003""","8.25","2019-2023","2022","Census","Arizona (State)"
"Block Group","040079404004","AZ","040079404004","=""040079404004""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040099405001","AZ","040099405001","=""040099405001""","0.65","2019-2023","2022","Census","Arizona (State)"
"Block Group","040099405002","AZ","040099405002","=""040099405002""","5.16","2019-2023","2022","Census","Arizona (State)"
"Block Group","040099405003","AZ","040099405003","=""040099405003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040099611001","AZ","040099611001","=""040099611001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040099611002","AZ","040099611002","=""040099611002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040099611003","AZ","040099611003","=""040099611003""","1.94","2019-2023","2022","Census","Arizona (State)"
